Business Name,Industry,Age,Company Type,Annual Revenue (USD),Number of Employees,Credit Score,Collateral Value (USD),Debt-to-Equity Ratio,Profit Margin,Cash Flow (USD),Outstanding Debt (USD),Market Competition,Business Plan Quality,Ownership Structure,Location,Regulatory Environment,Business Assets (USD),Growth Potential,Industry Trends,Customer Base,Supplier Relationships,Management Experience,Tax Compliance,Technological Infrastructure,Loan Approved
MTN Group,Chemicals,22,Public,"10,000,000,000","147,000",716,"25,000,000,000",0.4,15%,"1,000,000","500,000,000",High,Excellent,Public,South Africa,Strict,"70,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Sasol Ltd,Media,105,Public,"25,000,000,000","29,000",721,"15,000,000,000",0.4,8%,"1,200,000","250,000,000",High,Excellent,Public,South Africa,Strict,"60,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
MTN Group,Telecommunications,40,Public,"10,000,000,000","30,000",688,"4,000,000,000",0.7,18%,"1,500,000","300,000,000",High,Good,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Dangote Group,Manufacturing,53,Corporation,"700,000,000","30,000",711,"9,000,000,000",0.7,15%,"1,500,000","100,000,000",High,Excellent,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Zenith Bank,Retail,53,Corporation,"10,000,000,000","30,000",699,"15,000,000,000",0.6,15%,"1,200,000","100,000,000",High,Excellent,Public,Nigeria,Strict,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Jumia,Retail,105,Public,"2,500,000,000","147,000",719,"15,000,000,000",0.4,15%,"500,000","300,000,000",High,Good,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Vodacom Group,Financial Technology,7,Public,"20,000,000,000","15,000",769,"25,000,000,000",1.2,15%,"100,000","500,000,000",High,Excellent,Public,Nigeria,Strict,"30,000,000,000",High,Positive,Large,Moderate,Experienced,Compliant,Advanced,Yes
Jumia,Retail,105,Public,"10,000,000,000","30,000",710,"20,000,000,000",0.4,10%,"1,500,000","500,000,000",High,Good,Public,South Africa,Strict,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Financial Technology,12,Limited,"2,500,000,000","9,000",600,"4,000,000,000",1.2,18%,"50,000","30,000,000",High,Good,Public,Nigeria,Moderate,"7,000,000,000",High,Positive,Large,Moderate,Experienced,Compliant,Advanced,Yes
Jumia,Chemicals,7,Public,"25,000,000,000","15,000",686,"40,000,000,000",0.4,8%,"1,500,000","200,000,000",High,Excellent,Public,South Africa,Strict,"70,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Flutterwave,Financial Technology,7,Private,"100,000,000",500,710,"150,000,000",0.4,10%,"50,000","300,000,000",Medium,Average,Private,Nigeria,Moderate,"500,000,000",High,Positive,Medium,Moderate,Experienced,Compliant,Adequate,No
Shoprite Holdings Ltd,Telecommunications,55,Public,"10,000,000,000","13,000",697,"40,000,000,000",0.7,15%,"800,000","300,000,000",High,Good,Public,Nigeria,Strict,"1,800,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Sasol Ltd,Retail,105,Public,"10,000,000,000","147,000",721,"15,000,000,000",0.6,8%,"1,500,000","500,000,000",High,Excellent,Public,South Africa,Strict,"70,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Telecommunications,13,Limited,"12,000,000,000","9,000",739,"9,000,000,000",1.1,18%,"500,000","300,000,000",High,Good,Public,Kenya,Moderate,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Dangote Group,Banking,44,Public,"12,000,000,000","9,000",721,"150,000,000",0.5,10%,"1,000,000","1,000,000,000",High,Good,Public,South Africa,Strict,"60,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Sasol Ltd,Banking,53,Limited,"12,000,000,000","15,000",708,"25,000,000,000",0.5,8%,"1,000,000","300,000,000",High,Average,Public,Kenya,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Jumia,Media,105,Public,"1,200,000,000","147,000",733,"35,000,000,000",0.5,20%,"1,200,000","500,000,000",High,Good,Public,South Africa,Strict,"60,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Sasol Ltd,Chemicals,105,Public,"10,000,000,000","9,000",726,"25,000,000,000",0.4,20%,"1,500,000","500,000,000",High,Excellent,Public,South Africa,Strict,"15,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Naspers,Chemicals,60,Public,"25,000,000,000","29,000",684,"4,000,000,000",0.8,10%,"800,000","500,000,000",High,Good,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Sasol Ltd,Chemicals,20,Public,"25,000,000,000","30,000",673,"15,000,000,000",0.4,15%,"200,000","100,000,000",High,Excellent,Public,South Africa,Strict,"70,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Flutterwave,Financial Technology,7,Public,"1,200,000,000","30,000",600,"40,000,000,000",1.2,10%,"50,000","250,000,000",High,Average,Public,Nigeria,Strict,"500,000,000",High,Positive,Medium,Strong,Experienced,Compliant,Advanced,No
Safaricom,Telecommunications,27,Limited,"25,000,000,000","9,000",747,"20,000,000,000",1.1,20%,"100,000","300,000,000",High,Good,Public,Kenya,Moderate,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Zenith Bank,Financial Technology,7,Private,"100,000,000",500,600,"150,000,000",1,12%,"50,000","300,000,000",Medium,Excellent,Private,Nigeria,Moderate,"500,000,000",High,Positive,Medium,Moderate,Experienced,Compliant,Advanced,Yes
Naspers,Telecommunications,65,Public,"1,200,000,000","29,000",782,"40,000,000,000",0.4,16%,"200,000","500,000,000",High,Good,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Flutterwave,Financial Technology,7,Private,"100,000,000",500,600,"150,000,000",0.6,10%,"50,000","30,000,000",Medium,Average,Private,Nigeria,Strict,"500,000,000",High,Positive,Medium,Moderate,Experienced,Compliant,Adequate,No
Dangote Group,Telecommunications,22,Limited,"700,000,000","15,000",788,"4,000,000,000",0.8,10%,"500,000","1,000,000,000",High,Good,Public,South Africa,Moderate,"15,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Naspers,Media,24,Public,"10,000,000,000","29,000",688,"25,000,000,000",0.4,18%,"1,500,000","1,000,000,000",High,Excellent,Public,Nigeria,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Naspers,Manufacturing,12,Public,"5,000,000,000","15,000",714,"35,000,000,000",0.4,8%,"1,200,000","500,000,000",High,Excellent,Public,Kenya,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Zenith Bank,Telecommunications,28,Limited,"12,000,000,000","147,000",719,"40,000,000,000",0.5,8%,"500,000","300,000,000",High,Good,Public,South Africa,Strict,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Sasol Ltd,Manufacturing,29,Public,"12,000,000,000","13,000",668,"20,000,000,000",0.8,8%,"1,000,000","500,000,000",High,Good,Public,South Africa,Strict,"70,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Zenith Bank,Retail,46,Public,"10,000,000,000","30,000",729,"15,000,000,000",0.6,15%,"1,500,000","500,000,000",High,Excellent,Public,South Africa,Strict,"70,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Jumia,Chemicals,57,Corporation,"10,000,000,000","29,000",710,"40,000,000,000",0.5,16%,"1,000,000","500,000,000",High,Good,Public,South Africa,Strict,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Naspers,Telecommunications,73,Public,"700,000,000","15,000",717,"35,000,000,000",0.4,18%,"200,000","500,000,000",High,Good,Public,South Africa,Strict,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Telecommunications,7,Public,"12,000,000,000","9,000",798,"4,000,000,000",0.8,12%,"1,000,000","300,000,000",High,Good,Public,South Africa,Moderate,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Vodacom Group,Media,66,Public,"20,000,000,000","15,000",698,"1,200,000,000",0.9,20%,"200,000","300,000,000",High,Good,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Telecommunications,10,Limited,"700,000,000","30,000",707,"4,000,000,000",1.1,18%,"50,000","300,000,000",High,Good,Public,Kenya,Moderate,"60,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Naspers,Manufacturing,64,Public,"10,000,000,000","29,000",717,"20,000,000,000",0.4,8%,"1,000,000","200,000,000",High,Excellent,Public,South Africa,Strict,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Jumia,Financial Technology,43,Limited,"25,000,000,000","15,000",748,"4,000,000,000",0.8,15%,"500,000","300,000,000",High,Good,Public,Kenya,Moderate,"70,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Flutterwave,Telecommunications,7,Private,"2,500,000,000",500,747,"150,000,000",1,15%,"500,000","30,000,000",Medium,Good,Public,Kenya,Moderate,"7,000,000,000",High,Positive,Medium,Strong,Experienced,Compliant,Adequate,No
Safaricom,Telecommunications,64,Corporation,"2,500,000,000","147,000",797,"4,000,000,000",0.6,18%,"1,500,000","1,000,000,000",High,Good,Public,Nigeria,Strict,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Flutterwave,Manufacturing,7,Public,"20,000,000,000","13,000",767,"2,500,000,000",0.5,12%,"800,000","300,000,000",High,Average,Public,Nigeria,Strict,"500,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Zenith Bank,Media,105,Corporation,"1,200,000,000","29,000",701,"150,000,000",0.4,15%,"1,500,000","500,000,000",High,Excellent,Public,South Africa,Strict,"1,800,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Flutterwave,Manufacturing,105,Public,"10,000,000,000","29,000",719,"40,000,000,000",0.4,8%,"1,500,000","500,000,000",High,Excellent,Public,South Africa,Strict,"60,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Flutterwave,Financial Technology,7,Public,"100,000,000",500,674,"25,000,000,000",0.5,10%,"500,000","100,000,000",High,Good,Public,Kenya,Moderate,"70,000,000,000",High,Positive,Medium,Strong,Experienced,Compliant,Advanced,No
Safaricom,Telecommunications,17,Private,"20,000,000,000",500,745,"4,000,000,000",0.6,15%,"1,200,000","300,000,000",Medium,Good,Public,Nigeria,Moderate,"7,000,000,000",High,Positive,Large,Moderate,Experienced,Compliant,Advanced,Yes
MTN Group,Manufacturing,41,Private,"5,000,000,000","30,000",674,"25,000,000,000",0.8,20%,"1,000,000","500,000,000",High,Excellent,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Flutterwave,Financial Technology,7,Public,"2,500,000,000","9,000",701,"150,000,000",0.8,8%,"1,000,000","300,000,000",High,Good,Public,Kenya,Moderate,"500,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Zenith Bank,Media,105,Public,"20,000,000,000","30,000",716,"25,000,000,000",0.4,10%,"1,500,000","250,000,000",High,Good,Public,Nigeria,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Zenith Bank,Manufacturing,105,Public,"10,000,000,000","30,000",678,"20,000,000,000",0.8,15%,"1,500,000","500,000,000",High,Excellent,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Moderate,Experienced,Compliant,Advanced,Yes
Dangote Group,Manufacturing,30,Public,"10,000,000,000","30,000",707,"15,000,000,000",0.7,15%,"1,500,000","500,000,000",High,Good,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Flutterwave,Financial Technology,7,Limited,"100,000,000",500,600,"150,000,000",1.2,10%,"500,000","30,000,000",Medium,Average,Private,Nigeria,Moderate,"7,000,000,000",High,Positive,Medium,Moderate,Experienced,Compliant,Adequate,No
Safaricom,Chemicals,55,Public,"5,000,000,000","13,000",744,"4,000,000,000",1,15%,"1,000,000","500,000,000",High,Average,Public,South Africa,Strict,"70,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Naspers,Telecommunications,9,Public,"1,200,000,000","15,000",622,"150,000,000",0.5,10%,"800,000","500,000,000",High,Average,Public,Nigeria,Strict,"50,000,000,000",High,Positive,Large,Moderate,Experienced,Compliant,Adequate,Yes
MTN Group,Telecommunications,7,Limited,"1,200,000,000","9,000",701,"9,000,000,000",1,12%,"500,000","300,000,000",High,Good,Public,Nigeria,Strict,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Naspers,Telecommunications,82,Public,"5,000,000,000","19,000",697,"35,000,000,000",0.7,15%,"800,000","500,000,000",High,Excellent,Public,South Africa,Moderate,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Flutterwave,Financial Technology,17,Private,"100,000,000",500,600,"150,000,000",1.2,10%,"50,000","30,000,000",Medium,Average,Private,Nigeria,Moderate,"500,000,000",High,Positive,Medium,Moderate,Experienced,Compliant,Adequate,No
Dangote Group,Manufacturing,7,Public,"1,200,000,000","15,000",800,"40,000,000,000",0.4,16%,"200,000","500,000,000",High,Good,Public,Nigeria,Strict,"60,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,No
Zenith Bank,Media,105,Public,"10,000,000,000","30,000",716,"25,000,000,000",0.5,15%,"1,500,000","500,000,000",High,Good,Public,South Africa,Strict,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,Retail,49,Public,"1,200,000,000","15,000",686,"25,000,000,000",0.6,20%,"1,000,000","300,000,000",High,Good,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Media,42,Limited,"2,500,000,000","15,000",701,"9,000,000,000",1,18%,"500,000","300,000,000",High,Good,Public,Nigeria,Strict,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Telecommunications,7,Limited,"2,500,000,000","9,000",759,"4,000,000,000",1.1,18%,"500,000","300,000,000",High,Good,Public,South Africa,Moderate,"7,000,000,000",High,Positive,Large,Moderate,Experienced,Compliant,Advanced,Yes
Vodacom Group,Telecommunications,7,Public,"2,500,000,000","15,000",735,"35,000,000,000",1.1,18%,"500,000","300,000,000",High,Average,Public,Nigeria,Moderate,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
MTN Group,Telecommunications,7,Corporation,"12,000,000,000","13,000",754,"4,000,000,000",1.1,20%,"800,000","300,000,000",High,Good,Public,Nigeria,Strict,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Naspers,Media,43,Public,"20,000,000,000","30,000",695,"9,000,000,000",0.4,18%,"1,500,000","300,000,000",High,Excellent,Public,South Africa,Strict,"40,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Dangote Group,Manufacturing,105,Public,"1,200,000,000","147,000",693,"4,000,000,000",0.4,16%,"100,000","500,000,000",High,Good,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Telecommunications,61,Public,"12,000,000,000","9,000",751,"20,000,000,000",0.7,16%,"500,000","200,000,000",High,Good,Public,Kenya,Moderate,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Naspers,Media,7,Public,"100,000,000","147,000",702,"25,000,000,000",0.4,10%,"100,000","100,000,000",High,Average,Public,Nigeria,Strict,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Adequate,No
Vodacom Group,Telecommunications,105,Private,"20,000,000,000","13,000",688,"40,000,000,000",1.1,16%,"100,000","500,000,000",High,Excellent,Public,South Africa,Strict,"40,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Telecommunications,7,Private,"100,000,000",500,600,"1,200,000,000",1,10%,"500,000","250,000,000",Medium,Good,Private,Kenya,Moderate,"7,000,000,000",High,Positive,Medium,Moderate,Experienced,Compliant,Adequate,No
Naspers,Media,105,Limited,"5,000,000,000","30,000",800,"40,000,000,000",0.7,10%,"200,000","500,000,000",High,Good,Public,Nigeria,Strict,"70,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Flutterwave,Telecommunications,7,Public,"2,500,000,000","147,000",701,"15,000,000,000",1.2,16%,"50,000","300,000,000",High,Good,Public,South Africa,Strict,"7,000,000,000",High,Positive,Large,Moderate,Experienced,Compliant,Advanced,No
Sasol Ltd,Telecommunications,43,Limited,"2,500,000,000","19,000",734,"40,000,000,000",1,12%,"500,000","1,000,000,000",High,Good,Public,Kenya,Moderate,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Dangote Group,Telecommunications,7,Limited,"2,500,000,000","9,000",785,"4,000,000,000",1,18%,"1,000,000","300,000,000",High,Good,Public,Kenya,Strict,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,No
Dangote Group,Banking,7,Private,"1,200,000,000","30,000",726,"15,000,000,000",0.7,18%,"50,000","500,000,000",High,Good,Public,Kenya,Moderate,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Media,12,Public,"2,500,000,000","147,000",677,"4,000,000,000",0.9,18%,"100,000","500,000,000",High,Good,Public,Nigeria,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Adequate,Yes
Vodacom Group,Retail,105,Public,"10,000,000,000","30,000",692,"40,000,000,000",0.4,16%,"1,000,000","500,000,000",High,Excellent,Public,South Africa,Strict,"40,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,Telecommunications,7,Limited,"1,200,000,000","30,000",671,"4,000,000,000",1,12%,"800,000","300,000,000",High,Good,Public,Kenya,Moderate,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Naspers,Manufacturing,60,Public,"25,000,000,000","30,000",800,"15,000,000,000",0.6,15%,"800,000","500,000,000",High,Excellent,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Dangote Group,Manufacturing,37,Public,"25,000,000,000","19,000",762,"9,000,000,000",0.5,20%,"800,000","250,000,000",High,Excellent,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Dangote Group,E-commerce,19,Public,"100,000,000",500,689,"2,500,000,000",0.4,12%,"200,000","500,000,000",High,Good,Public,Nigeria,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Financial Technology,7,Limited,"1,200,000,000",500,651,"150,000,000",1.2,10%,"200,000","300,000,000",High,Good,Private,Nigeria,Moderate,"15,000,000,000",High,Positive,Large,Moderate,Experienced,Compliant,Adequate,No
Zenith Bank,Financial Technology,7,Public,"2,500,000,000",500,707,"25,000,000,000",1.2,10%,"1,000,000","1,000,000,000",High,Good,Private,Nigeria,Moderate,"500,000,000",High,Positive,Large,Moderate,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,Chemicals,64,Public,"25,000,000,000","29,000",755,"35,000,000,000",0.5,15%,"1,200,000","250,000,000",High,Excellent,Public,South Africa,Strict,"70,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,Media,58,Public,"2,500,000,000","29,000",681,"20,000,000,000",1,20%,"1,500,000","500,000,000",High,Good,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Naspers,Media,83,Limited,"20,000,000,000","29,000",793,"25,000,000,000",0.4,15%,"1,500,000","1,000,000,000",High,Good,Public,South Africa,Moderate,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,Telecommunications,58,Public,"2,500,000,000","9,000",688,"150,000,000",0.7,18%,"200,000","300,000,000",High,Good,Public,Kenya,Moderate,"60,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Media,105,Public,"2,500,000,000","30,000",683,"15,000,000,000",0.9,18%,"1,500,000","500,000,000",High,Good,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Naspers,Chemicals,105,Public,"700,000,000","147,000",734,"25,000,000,000",0.4,12%,"1,500,000","200,000,000",High,Excellent,Public,South Africa,Strict,"70,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,Media,105,Public,"25,000,000,000","30,000",672,"2,500,000,000",0.4,15%,"1,000,000","250,000,000",High,Excellent,Public,South Africa,Strict,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Zenith Bank,Telecommunications,7,Limited,"2,500,000,000",500,768,"4,000,000,000",1.2,10%,"50,000","300,000,000",Medium,Good,Public,Nigeria,Moderate,"500,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Flutterwave,Financial Technology,7,Limited,"2,500,000,000",500,724,"40,000,000,000",0.6,10%,"50,000","30,000,000",Medium,Good,Public,Nigeria,Moderate,"500,000,000",High,Positive,Large,Moderate,Experienced,Compliant,Adequate,No
Jumia,E-commerce,13,Public,"2,500,000,000","29,000",746,"2,500,000,000",0.7,18%,"800,000","200,000,000",High,Good,Public,Nigeria,Strict,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Sasol Ltd,Telecommunications,22,Limited,"2,500,000,000",500,700,"40,000,000,000",0.9,10%,"500,000","250,000,000",High,Excellent,Public,Nigeria,Strict,"60,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,No
Dangote Group,Media,62,Public,"10,000,000,000","147,000",752,"4,000,000,000",0.4,8%,"1,000,000","500,000,000",High,Excellent,Public,Nigeria,Strict,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Zenith Bank,Telecommunications,13,Limited,"2,500,000,000","9,000",707,"4,000,000,000",0.5,16%,"1,200,000","250,000,000",High,Good,Public,South Africa,Strict,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Vodacom Group,Telecommunications,7,Public,"20,000,000,000","15,000",698,"2,500,000,000",0.4,18%,"50,000","300,000,000",High,Good,Public,Nigeria,Strict,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Telecommunications,7,Public,"1,200,000,000","15,000",788,"9,000,000,000",0.4,18%,"200,000","1,000,000,000",High,Good,Public,South Africa,Strict,"1,800,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Naspers,Manufacturing,36,Public,"12,000,000,000","13,000",760,"40,000,000,000",0.5,8%,"100,000","500,000,000",High,Good,Public,Nigeria,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Telecommunications,7,Corporation,"2,500,000,000","9,000",701,"4,000,000,000",1.1,18%,"500,000","300,000,000",High,Good,Private,Kenya,Moderate,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Zenith Bank,Retail,7,Private,"100,000,000","13,000",626,"4,000,000,000",0.5,10%,"50,000","300,000,000",Medium,Good,Private,Nigeria,Moderate,"500,000,000",High,Positive,Large,Moderate,Experienced,Compliant,Adequate,Yes
Flutterwave,Telecommunications,7,Private,"100,000,000","30,000",714,"9,000,000,000",0.9,8%,"50,000","300,000,000",High,Good,Public,Nigeria,Moderate,"500,000,000",High,Positive,Large,Moderate,Experienced,Compliant,Advanced,Yes
MTN Group,E-commerce,7,Private,"2,500,000,000","30,000",600,"35,000,000,000",1.2,15%,"100,000","300,000,000",High,Excellent,Public,Nigeria,Strict,"70,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Media,58,Public,"12,000,000,000","30,000",732,"4,000,000,000",0.7,16%,"1,200,000","100,000,000",High,Excellent,Public,Nigeria,Strict,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Dangote Group,Telecommunications,7,Limited,"2,500,000,000","9,000",703,"150,000,000",0.8,12%,"500,000","300,000,000",High,Good,Public,Nigeria,Moderate,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,No
MTN Group,Telecommunications,19,Limited,"700,000,000","13,000",730,"2,500,000,000",1.1,18%,"1,000,000","100,000,000",High,Good,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Vodacom Group,Media,53,Corporation,"10,000,000,000","147,000",706,"20,000,000,000",0.4,16%,"1,500,000","500,000,000",High,Excellent,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Naspers,Financial Technology,7,Private,"10,000,000,000",500,752,"35,000,000,000",0.8,15%,"1,200,000","500,000,000",High,Excellent,Public,Nigeria,Strict,"60,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Retail,51,Private,"1,200,000,000","19,000",745,"1,200,000,000",0.7,18%,"800,000","500,000,000",High,Good,Public,Kenya,Strict,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,Banking,105,Public,"5,000,000,000","13,000",771,"9,000,000,000",0.5,15%,"100,000","200,000,000",High,Excellent,Public,South Africa,Strict,"40,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Flutterwave,Financial Technology,7,Private,"100,000,000",500,663,"150,000,000",1.2,10%,"50,000","30,000,000",Medium,Average,Private,Nigeria,Moderate,"500,000,000",High,Positive,Medium,Moderate,Experienced,Compliant,Adequate,No
Sasol Ltd,Retail,46,Public,"12,000,000,000","13,000",697,"35,000,000,000",0.4,12%,"1,000,000","300,000,000",High,Good,Public,Nigeria,Strict,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
MTN Group,Telecommunications,53,Public,"25,000,000,000",500,667,"35,000,000,000",0.8,18%,"800,000","300,000,000",High,Good,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Zenith Bank,Manufacturing,7,Public,"100,000,000","29,000",800,"150,000,000",0.5,10%,"500,000","500,000,000",Medium,Good,Private,Nigeria,Strict,"40,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Jumia,Financial Technology,39,Limited,"2,500,000,000","15,000",800,"4,000,000,000",0.7,16%,"50,000","300,000,000",High,Good,Public,Kenya,Moderate,"1,800,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Telecommunications,56,Public,"700,000,000","147,000",700,"15,000,000,000",0.4,12%,"1,000,000","1,000,000,000",High,Good,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
